Index,Content,Label
26,"Geoană vrea la prezidențiale! Mesaj clar pentru Ciolacu: Nu sunt interesat de niciun portofel european!
Secretarul general adjunct alNATO,Mircea Geoană, afirmă că nu este interesat de niciun „portofel” la nivel european şi nici de vreo altă funcţie la nivel internaţional. „Sunt interesat să pot să dau înapoi ţării mele într-o formă sau alta ceea ce am de oferit”, afirmă Geoană, precizând că „nu trebuie să fii neapărat preşedintele României ca să poţi să contribui”, scrie News.ro.
Replica sa vine după ce preşedintele PSD, premierul Marcel Ciolacu, a pronunţat „portofelu'”, în loc de „portofoliu”, referindu-se la funcţia de comisar european pentru apărare pe care ar putea-o negocia statul nostru la nivel european, liderul PSD răspunzând ironic când a fost întrebat dacă Mircea Geoană ar putea fi o opţiune luată în considerare pentru această poziţie.",Negative
27,"Breaking: Toate birourile electorale din Buzău au fost desființate de ÎCCJ cu numai câteva ore înainte de debutul campaniei
Înalta Curte de Casaţie şi Justiţiea desfiinţat, printr-o hotărâre definitivă, toate birourile electorale din judeţulBuzău, cu câteva ore înaintea startului campaniei electorale. Autorităţile aşteaptă clarificări de la Biroul Electoral Central pentru a şti dacă pot organiza o nouă tragere la sorţi pentru desemnarea de preşedinţi şi locţiitori ai birourilor electorale din judeţ şi reconstituirea acestora sau trebuie să mai aştepte, conform legii, încă două zile.
Cea de-a doua tragere la sorţi a preşedinţilor şi locţiitorilor birourilor electorale din judeţul Buzău a fost anulată. Astfel, după ce prima tragere la sorţi a fost anulată de Birul Electoral Central, cea de-a doua tragere la sorţi a fost contestată în instanţă, fiind anulată în primă fază de judecătorii Curţii de Apel Ploieşti, iar joi, Înalta Curte de Casaţie şi Justiţie a respins recursul formulat de Biroul Electoral Central la decizia Curţii de Apel Ploieşti, decizia rămânând astfel definitivă.",Negative
28,"Marcel Ciolacu a anunțat că mandatul său de premier se apropie de sfârșit: O să mă schimb cât de curând!
PremierulMarcel Ciolacua declarat, joi, că prim-miniştrii se schimbă unul pe am şi el este al zecelea în această serie. ”Şi eu o să mă schimb cât de curând, fiindcă mandatul este până la sfârşitul anului”, a mai spus şeful Executivului, el precizând că nimic nu se poate implementa în România fără cea mai stabilă structură a administraţiei româneşti, administraţia locală, primarii şi preşedinţii de CJ, care au un mandat stabil de 4 ani.
”Nimic nu se poate implementa înRomâniafără cea mai stabilă structură a administraţiei româneşti, administraţia locală. Fără primari, preşedinţii de Consilii Judeţene, care sunt stabili pentru 4 ani. Prim-miniştrii, aţi văzut, că se schimbă unul pe an, eu sunt al zecelea în această serie de prim-miniştri, şi eu o să mă schimb cât de curând, fiindcă mandatul este până la sfârşitul anului”, a declarat premierul Marcel Ciolacu, la Dezbaterea „Comunităţi europene pentru România”.",Negative
29,"Guvernul a aprobat participarea României la Programul OCDE privind evaluarea competenţelor adulţilor
Guvernul a fost aprobat în şedinţa de joi un memorandum privind participarea României la ProgramulOrganizaţiei pentru Cooperare şi Dezvoltare Economică (OCDE)de evaluare internaţională a competenţelor adulţilor (PIAAC) 2024 - 2029, a anunţatMinisterul Educaţiei.
",Negative
30,"România intră oficial în campania electorală pentru alegerile locale și europarlamentare
Campania electorală pentrualegerile localeșieuroparlamentaredin 9 iunie începe vineri, 10 mai, și se va încheia pe 8 iunie, la ora 7.00. Candidaţii şi partidele care i-au propus vor fi nevoiți să respecte reguli stricte, conform Mediafax.
2024 este primul an în care toate alegerile au loc în același an. Alegerile locale și cele parlamentare se organizează o dată la patru ani, în timp ce scrutinele pentru alegerea europarlamentarilor și președintelui României au loc din cinci în cinci ani.",Negative
31,"Toate actele românilor adunate într-un singur buton: Aplicația Unică a Statului, funcțională de la începutul lui 2025
Ministrul Cercetării, Inovării și Digitalizării,Bogdan Ivan,a declarat joi, la încheierea ședinței de Guvern, că primele servicii funcționale aleAplicației Unice a Statuluivor fi disponibile la începutul anului 2025.
",Positive
32,"România are o șansă unică să-și mărească influența economică în regiune: 'Geografia e de partea noastră'
Ministrul Economiei,Ştefan Radu Oprea, transmite joi că există o tendinţă pozitivă de creştere a numărului de companii noi înfiinţate iar numărul mare al înmatriculărilor elimină scenariile apocaliptice, că dispar companii din cauza creşterii taxelor sau a unor crize generale, conform Agerpres.
”Când studiem demografia raportăm numărul nou născuţilor la numărul celor care nu mai sunt. Aşa aflăm dacă populaţia creşte sau scade. Aşa aflăm dacă sunt necesare, spre exemplu, politici publice de încurajare a natalităţii. La fel ar trebui privită şi viaţa companiilor. Simpla idee enunţată că şi-au suspendat activitatea 6000 de întreprinderi în primul trimestru al acestui an nu este suficientă pentru o analiză corectă”, scrie ministrul Economiei pe Facebook.",Negative
33,"Circul s-a mutat la 'palat': Simion zice că a venit pentru cateheză, Becali spune că i-a cerut bani pentru campanie
George Simion, liderulAUR,a fost observat joi intrând înreședința lui Gigi Becalidin zona Primăverii. Imaginile surprinse îl arată pe Simion în timp ce pășește în curtea proprietății din București a patronului FCSB. La finalul vizitei, fiecare dintre ei a venit cu versiuni diferite ale motivului întâlnirii.
",Negative
34,"SURSE - Ciolacu vrea să-i sancționeze pe funcționarii neperformanți din PNRR
Premierul Marcel Ciolacu vrea să se aplice sancțiuni în cazul funcționarilor publici care lucrează pentru PNRR și care „nu dau randament”, spun joi surse guvernamentale.
„Sunt funcționari care primesc cu 50% în plus la salariu doar pentru că sunt angrenați în PNRR. Cioalcu a cerut să i se comunice câți oameni lucrează în domeniul PNRR la fiecare minister, dar și care este randamentul lor. Cine nu a făcut mai nimic nu o să mai primească bonusuri”, spun sursele citate.",Positive
35,"Geoană și-a început dansul prezidențial la Alba-Iulia
Secretarul general adjunct al NATO,Mircea Geoană, care ia în calcul să candideze din nou laalegerile prezidențiale, și-a manifestat joi regretul că nu există ”o discuţie mai robustă” pe teme europene înaintea alegerilor din acest an, spunând că este ”o ocazie pierdută pentru o dezbatere sănătoasă” pe aceste subiecte, potrivit News.ro.
”Indiferent de ce decizii şi din ce motive iau decizii liderii actuali ai României cu privire la calendarul electoral, eu ştiu un singur lucru: ca şi în istoria naţiunii noastre ştiu că românii şi româncele din ţară, din diasporă, îşi vor alege liderii cei mai buni care să dea la sfârşit de ciclu politic foarte lung tonul la muzică pentru un ciclu politic la fel de lung. Aş spune un singur lucru legat de alegeri: nu cred că am avut, în aceşti 35 de ani, de când organizăm alegeri mai mult sau mai puţin libere şi democratice în România, alegeri mai importante decât în acest an. Pentru că nu e vorba doar despre resincronizarea ciclului politic între mandatul preşedintelui şi al Parlamentului şi al viitorului Guvern şi al noilor primari şi aleşi locali, (...) este de fapt un început de nou ciclu de istorie, este începutul unui nou ciclu european, este un început de nou ciclu NATO, este un început de nou ciclu geo-politic şi de aceea miza alegerilor este uriaşă indiferent de persoanele care se vor înscrie sau nu în competiţie este că de fapt, noi acuma nu alegem un preşedinte pentru cinci sau zece ani de zile sau un Parlament pentru ani de zile sau un primar pentru patru ani de zile, ci de fapt modul în care noi așezăm destinul acuma, ne va influenţa viaţa noastră, a copiilor, a nepoţilor noştri pentru următorii 20-30 de ani. Deci este un început de nou ciclu istoric şi de aceea miza acestor alegeri este incredibil de mare şi sper un singur lucru: să vină cât mai multă lume la vot”, a mai afirmat Mircea Geoană.",Negative
36,"USR îi cere lui Iohannis să retrimită în Parlament legea prin care 'Ciucă şi Ciolacu au ridicat pragul până la care evazioniştii pot fura liniştiţi'
LegeaCiucă-Ciolacu prin care mariievazioniştisunt scăpaţi de răspundere penală dacă achităprejudiciulde sub un milion de euro nu trebuie să intre în vigoare, au transmis reprezentanţii USR care mai spun că este inacceptabil ca marea evaziune să primească undă verde de la PSD şi PNL, iar găurile uriaşe produse bugetului de stat să fie acoperite de contribuabilii cinstiţi, prin taxe şi impozite noi sau majorate. Astfel,USRîi cere preşedinteluiKlaus Iohannissă nu promulge legea, ci să o retrimită în Parlament spre a fi rediscutată, potrivit News.ro.
„Sper că, între zborurile cu avioane private de lux şi negocierile pentru un post la nivel european, preşedintele Iohannis va găsi timp să-şi exercite atribuţiile constituţionale şi în beneficiul ţării. Altfel, la încheierea celor 10 ani de mandat va lăsa o Românie sufocată de corupţie şi la cheremul evazioniştilor”, a declarat preşedintele USR Cătălin Drulă, potrivit comunicatului de presă al partidului..",Positive
37,"Candidatul PNL la Primăria Sectorului 1: Clotilde Armand cere tăierea de bani de la şcoli şi spitale pentru a 12-a oară
Liberalii de la Sectorul 1 spun că, printr-o şedinţă extraordinară convocată joi, primarulClotilde Armand„solicită pentru a 12-a oară rectificarea bugetului aprobat de Consiliul Local în 12 februarie”, conform News.ro.
„Într-un sector care efectiv se prăbuşeşte peste cetăţenii săi, cu cele mai multe clădiri în risc seismic din Capitală, Clotilde Armand vrea să dărâme bugetul pentru şcoli şi spitale, punând în pericol pentru a câta oară vieţile cetăţenilor pe care ar trebui să îi apere. Nu doar că nu atrage bani şi nu face investiţii, dar îşi bate joc de mii de copii care învaţă în şcoli nesigure şi de zeci de mii de cetăţeni care au nevoie de servicii medicale şi nu pot beneficia de condiţii decente pentru că doamna Armand nu e capabilă să conducă primăria”, a explicat George Tuţă, candidatul alianţei PNL-PSD la Primăria Sectorului 1”, a afirmatGeorge Tuţă, candidatul PNL la Primăria Sectorului 1, potrivit sursei citate.",Negative
38,"Firea l-a acuzat pe Nicuşor Dan de lipsă de implicare
Candidata PSD la Primăria Capitalei,Gabriela Firea,a reamintit bucureştenilor de proiectele pe care le-a avut, cât a condus PMB, cele care vizează transportul public în comun, Pasajul Sudului, Fabrica de Glucoză, Nicolae Grigorescu - Splai Dudescu, Podul Ciurel, Spitalul de copii „Victor Gomoiu” sau clădirea nouă pentru Spitalul Foişor, conform News.ro.
„Le spun şi celor care m-au votat şi celor care nu m-au votat, care au simpatie faţă de partidul pe care-l reprezint (PSD) şi celor care au chiar antipatie faţă de partid, dar şi celor neutri care poate sunt şi nehotărâţi în acest moment să-şi aducă aminte cum am preluat în 2016 Capitala, după un an de zile cu un primar din partea PNL interimar care nu a realizat absolut nimic - pentru că dumnealui a ajuns printr-o conjunctură la Primărie şi nu a făcut decât un minimanagement administrativ fără niciun proiect - câte proiecte au fost blocate la Primăria Capitalei 5-6 ani de zile şi pe care le-am desţelenit. Spun doar câteva pentru cei care nu-şi mai aduc aminte de ceea ce am făcut. În primul rând, transportul public în comun. Am găsit şase autobuze, majoritatea stricate. Aduceţi-vă aminte ce cozi erau în staţii, oamenii stăteau ca sardelele în autobuz, plus zeci de minute în şir în staţii pe arşiţă, pe ploaie, pe vânt. În primul rând am spus că trebuie să le redăm bucureştenilor posibilitatea măcar să aibă la dispoziţie autobuze, tramvaie şi troleibuze ca să renunţe la maşina personală. Şi aşa am avut primele 400 de autobuze Euro 6 prietenoase cu mediul, 130 de autobuze hibrid, 100 electrice şi spre sfârşitul mandatului s-au finalizat şi procedurile pentru tramvaie şi troleibuze. Autobuzele sunt şi acum în Bucureşti, noi, circulă toată lumea cu ele. Să ne aducem aminte ce autobuze vechi erau. Vara mureai de cald, iarna mureai de frig, rămâneai în pană, fără siguranţă, luai un autobuz, nu mai ajungeai la destinaţie. Asta a fost prima investiţie - în transportul public în comun”, a explicat Gabriela Firea, joi la DCNews.",Negative
39,"Mutarea de ultimă oră a lui George Simion: Discuții cu Gigi Becali, la 'palat'

Simion a fost surprins în imagini în timp ce intra în locuința din București a lui Gigi Becali, potrivit Antena 3 CNN și HotNews.  Motivul exact al acestei vizite rămâne neclar.",Negative
40,"Candidatul PNL la Capitală, în fața sediului PMB: 'Am auzit până ni s-a făcut acru în gură tuturor că Nicușor Dan a scos primăria din faliment. Nimic mai fals'
Candidatul PNL la Primăria Capitalei,Sebastian Burduja, a declarat că în timpul mandatului luiNicuşor DandatoriaPMBa crescut cu jumătate de miliard de lei şi a subliniat că edilul general a minţit atunci când a afirmat că a scos instituţia din faliment, conform News.ro.
„Prima întrebare este aceasta: de ce minte Nicuşor? În episodul de astăzi voi prezenta situaţia bugetului Primăriei Generale, conform datelor oficiale de la Primăria Generală de la Ministerul de Finanţe. Haideţi să începem cu partea de venituri, cu ce a încasat Primăria Generală pe mandatul lui Nicuşor Dan în ultimii ani. Dacă în 2020, veniturile - ce a încasat primăria - sunt 3,7 miliarde lei, observăm o creştere în special în 2022 şi în 2023, când avem 6,4 miliarde lei venituri proprii şi în total peste 7 miliarde de lei. Asta înseamnă o creştere de aproape de la simplu la dublu. Deci, Nicuşor pe mandatul lui a avut mult mai mulţi bani în primărie cu aproape 3 miliarde lei în plus"", a explicat Sebastian Burduja, într-o conferinţă de presă organizată, joi, în faţa sediului PMB.",Negative
41,"Firea: Nicuşor Dan s-a plâns că a moştenit datorii. Le-am achitat, ca primar general şi nu m-am plâns
Candidata PSD la Primăria Capitalei,Gabriela Firea,a declarat căNicuşor Dans-a plâns că a moştenit datorii, din perioada când conducerea ea PMB, însă ea a subliniat că a achitat acele datorii, pentru că asta este conform cu Legea finanţelor publice locale, potrivit News.ro.
„Dumnealui s-a plâns că a moştenit datorii. Am arătat că şi eu am moştenit datorii. Le-am achitat, ca primar general - aşa este Legea finanţelor publice locale - şi nu m-am plâns. Au fost datorii de la foştii primari. Eu am considerat că acele împrumuturi s-au făcut pentru Bucureşti, pentru dezvoltarea lui şi le-am achitat în numele bucureştenilor. Aşa trebuia să procedeze şi actualul primar. ebuia să se achite de obligaţii, pentru că nu am plecat acasă cu acei bani”, a afirmat Gabriela Firea, joi la DCNews.",Negative
42,"Corina Creţu: De la aderarea la UE, România a avut cea mai mare rată de creştere a PIB pe cap de locuitor din regiune
EuroparlamentarulCorina Creţu, fost comisar european, afirmă, cu ocazia Zilei Europei, că apartenenţa la marea familie europeană ne oferă beneficii enorme, care privesc libera circulaţie, faptul că românii pot lucra sau studia în orice alt stat membru fără să le fie impuse condiţii suplimentare faţă de cele pe care trebuie să le respecte cetăţenii statelor respective, potrivit News.ro.
”9 Mai - o zi cu dublă semnificaţie pentru noi: Ziua Independenţei de stat a României şi Ziua Europei! În această zi, în anul 1877, Mihai Kogălniceanu rostea, în plenul Adunării Deputaţilor, Declaraţia de Independenţă a României, act care consfinţea înscrierea definitivă a ţării pe harta Europei. 73 de ani mai târziu, la Paris, ministrul francez al Afacerilor Externe, Robert Schuman, propunea stabilirea unei noi forme de cooperare politică în Europa, care să înlăture pentru totdeauna posibilitatea izbucnirii unui nou război între naţiunile Europei. A fost primul pas către crearea a ceea ce azi numim Uniunea Europeană. Apartenenţa noastră la marea familie europeană ne oferă beneficii enorme, care privesc libera circulaţie, faptul că românii pot lucra sau studia în orice alt stat membru fără să le fie impuse condiţii suplimentare faţă de cele pe care trebuie să le respecte naţionalii statelor respective. Mai mult, dela aderarea la UE, România a avut cea mai mare rată de creştere a PIB-ului pe cap de locuitor din regiune, a devenit o destinaţie tot mai atractivă pentru investitorii străini, iar veniturile românilor au crescut constant, în timp ce exporturile s-au triplat”, afirmă Corina Creţu într-o postare pe Facebook.",Negative
43,"Cîţu îl provoacă pe liderul PSD la o dezbatere: 'Ciolacu, rămâi un mitoman frustrat!'
Fostul premierFlorin Cîţuîi răspunde, joi, premieruluiMarcel Ciolacu, după ce liderul PSD afirmase că datoria publică la 52,4% din PIB în februarie 2024 este din cauza guvernării Cîţu deoarece acesta a făcutîmprumuturide 200 miliarde lei, conform News.ro.
”Ciolacu, rămâi un MITOMAN frustrat! Ai curaj să dezbatem public despre situaţia economică în guvernarea liberală vs. guvernarea socialistă? Nu ai. Dacă nu te ţine şefu' de mână, eşti praf. Tovarăşe Ciolacu, guvernul pe care, dintr-o eroare istorică, îl conduci, spune că guvernarea socialistă a împrumutat cei mai mulţi bani din istoria României”, scrie fostul premier într-o postare pe Facebook.",Negative
44,"- Ciolacu: 'Anul acesta va fi pentru prima oară în istoria României când se va depăși procentul din PIB alocat pentru investiții'
PremierulMarcel Ciolacua declarat joi, în debutul ședinței deGuvern, că anul acesta va fi pentru prima oară în istoria României când se va depăși procentul din PIB alocat pentruinvestiții.
„Azi este Ziua Europei și cred că modul cel mai potrivit în care o putem celebra este folosind eficient toți banii europeni disponibili pentru modernizarea țării. De aceea, adoptăm azi o ordonanță de urgență prin care venim cu noi soluții pentru finalizarea, în bune condiții, a finanțării unor proiecte susținute din bani europeni. Așa cum am dus absorbția din exercițiul 2014-2020 la peste 97%, la fel vrem să facem și cu fondurile din PNRR și cu cele din actualul exercițiu financiar european”, a mai declarat premierul.",Positive
45,"Drulă prezice falimentul CFR: 'Gaura bugetară va fi achitată de români'
LiderulUSRCătălin Drulă transmite, joi, că având peste 1 miliard de lei pierderi, falimentulCFR Călătorie aproape, iar la final gaura bugetară va fi achitată de români.
„Pierderile CFR Călători estimate pe anul 2024 sunt cu 464% mai mari decât cele raportate la 31 decembrie 2023. În cele opt luni la Ministerul Transporturilor, m-am bătut pentru ca feroviarul să nu mai fie ignorat. Am reuşit să atrag în PNRR 4 miliarde de euro, bani pentru căi ferate modernizate, reparate şi pentru trenuri noi. Scopul? Să aducem calea ferată românească în Secolul 21”, a scris liderul USR pe Facebook.",Negative
46,"Ciolacu: Au scăzut prețurile facturilor la gaze naturale și electricitate
PremierulMarcel Ciolacua declarat joi, în debutul ședinței deGuvern, că prețurile lagazeșielectricitateau scăzut.
El a menționat și o serie de investiții.",Positive
47,"Cei 8 candidaţi pentru preşedinţia CJ Prahova: Iulian Dumitrescu, cercetat de DNA, şi doi deputaţi, printre concurenți
Opt persoane candidează pentru şefiaConsiliului Judeţean(CJ)Prahova, între ele fiind actualul preşedinte al instituţiei,Iulian Dumitrescu, cercetat sub control judiciar pentru fapte de corupţie, doi deputaţi, fostul prefect al judeţului şi un fost cadru militar, potrivit Agerpres.
Conform datelor publicate de Biroul Electoral Judeţean (BEJ) Prahova cu privire la rămânerea definitivă acandidaturilorla funcţia de preşedinte al CJ, în cursa electorală intră Iulian Dumitrescu (PNL), fostul prefect Virgiliu Nanu (PSD-PUSL), deputaţii George Ionescu (Partidul Forţa Dreptei - Alianţa Dreapta Unită) şi George Axinia (AUR), Gabriel-Mihail Muşuroia, pensionar militar (Partidul România în Acţiune), Adrian Petrache, jurist (Alianţa Naţional Ţărănistă), Mihai Neagu, inginer (Alianţa Mişcarea Noi, Ploieştenii - REPER) şi Gheorghe Năsulea, antreprenor (Partidul S.O.S. România).",Negative
48,"Rareș Bogdan, despre sondajele pentru Primăria Capitalei: Sebastian Burduja, spre 20%
Rareș Bogdan a reacționat la sondajele de opinie privind alegerile pentru Primăria Capitalei. Potrivit acestuia, Sebastian Burduja se apropie de pragul de 20%, fiind estimat în jurul valorii de 18% în prezent, în sondajele interne ale partidului.
„Astăzi, toate focus grupurile făcute de noi și sondajele, avem două sondaje pe săptămână plus focus grupuri pe diverse categorii profesionale, pentru că încercăm să mergem microtargetat pe tot publicul care este într-o mare măsură nehotărât și nemulțumit de ceea ce s-a întâmplat în Bucureștiul ultimilor 20 de ani, asta ne arată studiile, ne arată astăzi o situație în care Sebastian se îndreaptă spre 20%, recuperează din votanții lui Nicușor Dan cu precădere și din nehotărâți. Nicușor Dan ”a coborât”, Gabriela Firea ”a sărit”.",Negative
49,"Ciolacu a răbufnit în ședința de Guvern: 'Unii comercianți au scăzut gramajul la produse. E scumpire camuflată!' /
PremierulMarcel Ciolacua declarat joi, în debutul ședinței deGuvern, că unii comercianți au scăzut gramajul la produse, dar au lăsat prețurile la fel de mari.
Ciolacu a precizat că în ședința de Guvern se vor aloca fonduri în regim de urgență pentru repararea solului de la Slănic Prahova, unde o stradă s-a surpat formând un crater.",Negative
